sign,landmarks,timestamp
A,"[0.5115767121315002, 0.6581838130950928, -3.703666493493074e-07, 0.5573396682739258, 0.6012618541717529, -0.02637208066880703, 0.5686932802200317, 0.48912084102630615, -0.029453007504343987, 0.5566035509109497, 0.41259145736694336, -0.029807155951857567, 0.5415087938308716, 0.36183297634124756, -0.023721925914287567, 0.5204036831855774, 0.43348485231399536, -0.008151112124323845, 0.5187098979949951, 0.3920202851295471, -0.03326644003391266, 0.5341704487800598, 0.4577813148498535, -0.041457399725914, 0.5280818343162537, 0.4723512828350067, -0.04415347799658775, 0.48455533385276794, 0.4537774622440338, -0.005200935993343592, 0.4855511486530304, 0.42608392238616943, -0.03170042112469673, 0.5102730989456177, 0.4944610893726349, -0.03348923847079277, 0.5034977197647095, 0.49531838297843933, -0.028835367411375046, 0.4542999267578125, 0.48543810844421387, -0.008268633857369423, 0.45693784952163696, 0.4717176854610443, -0.03771744668483734, 0.48497623205184937, 0.5281205177307129, -0.0281008742749691, 0.48126402497291565, 0.5266003608703613, -0.015223406255245209, 0.42672082781791687, 0.5199812054634094, -0.01348370872437954, 0.4335424602031708, 0.5125542283058167, -0.030264679342508316, 0.45815086364746094, 0.5479204058647156, -0.021587785333395004, 0.45802536606788635, 0.5498120188713074, -0.010966919362545013]",2025-10-30T01:27:31.852823
A,"[0.5144335627555847, 0.6563357710838318, -3.30399757331179e-07, 0.5599746108055115, 0.5978257656097412, -0.029409799724817276, 0.5687230229377747, 0.4917323589324951, -0.0359494611620903, 0.5599684715270996, 0.41375893354415894, -0.03924275189638138, 0.544065535068512, 0.36158859729766846, -0.03672172874212265, 0.506058394908905, 0.43157923221588135, -0.010638350620865822, 0.5192439556121826, 0.3939117193222046, -0.03592219576239586, 0.5358091592788696, 0.4561592936515808, -0.04583825170993805, 0.5283337235450745, 0.474770724773407, -0.04985275864601135, 0.4694218635559082, 0.45356497168540955, -0.006195675581693649, 0.4836864173412323, 0.4280526638031006, -0.033517852425575256, 0.509436845779419, 0.4930477738380432, -0.03718908503651619, 0.5015213489532471, 0.5004024505615234, -0.03335732966661453, 0.4413919448852539, 0.48889389634132385, -0.007699570152908564, 0.45890700817108154, 0.47798043489456177, -0.03640003129839897, 0.48824283480644226, 0.5287267565727234, -0.028748856857419014, 0.48264074325561523, 0.532500147819519, -0.01705896481871605, 0.4197425842285156, 0.5269736647605896, -0.011698258109390736, 0.438646137714386, 0.5204444527626038, -0.027958249673247337, 0.4631986916065216, 0.5513939261436462, -0.0208878330886364, 0.4602433443069458, 0.5564903020858765, -0.01123899221420288]",2025-10-30T01:27:32.882491
A,"[0.5192999243736267, 0.6681512594223022, -3.533765209340345e-07, 0.566396951675415, 0.6133586168289185, -0.029255643486976624, 0.5789785981178284, 0.5088926553726196, -0.03526965528726578, 0.569078803062439, 0.4341355860233307, -0.03768090158700943, 0.5511223077774048, 0.38341981172561646, -0.033846452832221985, 0.523199200630188, 0.4453774690628052, -0.01374729536473751, 0.5314344167709351, 0.4144580662250519, -0.038984499871730804, 0.5468413233757019, 0.48125937581062317, -0.047105368226766586, 0.5398472547531128, 0.49690285325050354, -0.050356023013591766, 0.48456528782844543, 0.46591824293136597, -0.010252343490719795, 0.49640023708343506, 0.4506738483905792, -0.0379846915602684, 0.5203991532325745, 0.5203667879104614, -0.040456775575876236, 0.5122419595718384, 0.5221589803695679, -0.036571744829416275, 0.4544733464717865, 0.5012387633323669, -0.012552370317280293, 0.4699631333351135, 0.49894893169403076, -0.04258589446544647, 0.4969930946826935, 0.5551564693450928, -0.03352263942360878, 0.4908915162086487, 0.5532296895980835, -0.021682387217879295, 0.42973414063453674, 0.5403360724449158, -0.01724332943558693, 0.4463505148887634, 0.5456498265266418, -0.03564940765500069, 0.47186043858528137, 0.5810837149620056, -0.028790302574634552, 0.4704056680202484, 0.5801329016685486, -0.019711222499608994]",2025-10-30T01:27:33.929193
A,"[0.5204271078109741, 0.6725581884384155, -3.2586808629275765e-07, 0.5672763586044312, 0.6187982559204102, -0.03304448351264, 0.5825822353363037, 0.514239490032196, -0.04102468863129616, 0.5755473971366882, 0.4403844475746155, -0.04434536024928093, 0.5589022040367126, 0.38836413621902466, -0.04084606096148491, 0.5251421332359314, 0.4448639750480652, -0.017824988812208176, 0.536743700504303, 0.42278575897216797, -0.04407084733247757, 0.549586832523346, 0.48851221799850464, -0.052770838141441345, 0.538755476474762, 0.5004647970199585, -0.05682449787855148, 0.4856247901916504, 0.4636871814727783, -0.01288017351180315, 0.5010850429534912, 0.4580240249633789, -0.04231864586472511, 0.5239173769950867, 0.527350902557373, -0.046102821826934814, 0.5141443610191345, 0.5242578387260437, -0.043114885687828064, 0.4554309844970703, 0.49907588958740234, -0.013839268125593662, 0.4741920530796051, 0.5088880062103271, -0.04452960938215256, 0.5003935098648071, 0.5629605054855347, -0.0365946888923645, 0.49306032061576843, 0.5554255843162537, -0.025781389325857162, 0.4316059947013855, 0.537865400314331, -0.017661122605204582, 0.4505856931209564, 0.5550159215927124, -0.036728210747241974, 0.4753151834011078, 0.587926983833313, -0.031562406569719315, 0.47219523787498474, 0.5823724865913391, -0.023836292326450348]",2025-10-30T01:27:34.961013
A,"[0.5165595412254333, 0.661766529083252, -3.360689504461334e-07, 0.5649680495262146, 0.6075782179832458, -0.03002052754163742, 0.5816273093223572, 0.5033769607543945, -0.03627953678369522, 0.5735000967979431, 0.4293369948863983, -0.03819034993648529, 0.5570305585861206, 0.3768448233604431, -0.03324681892991066, 0.5251963138580322, 0.43477678298950195, -0.015887359157204628, 0.5373857021331787, 0.41079530119895935, -0.04003414139151573, 0.5500890612602234, 0.47750991582870483, -0.046958860009908676, 0.5393183827400208, 0.4871259331703186, -0.05007138103246689, 0.48544931411743164, 0.448891282081604, -0.011331859976053238, 0.5026059150695801, 0.4439513087272644, -0.038499899208545685, 0.5234671235084534, 0.5142075419425964, -0.0414607934653759, 0.5128047466278076, 0.5095517635345459, -0.0381673127412796, 0.45460495352745056, 0.481071799993515, -0.012168115004897118, 0.4767037332057953, 0.49573367834091187, -0.040021881461143494, 0.5005351305007935, 0.5498747229576111, -0.03265385702252388, 0.4917536675930023, 0.5404778718948364, -0.022769445553421974, 0.43011540174484253, 0.5165609121322632, -0.015660054981708527, 0.4533746540546417, 0.5416283011436462, -0.03245526924729347, 0.4770575761795044, 0.5742685198783875, -0.028116688132286072, 0.47273901104927063, 0.5673805475234985, -0.021312491968274117]",2025-10-30T01:27:35.991374
A,"[0.5731217861175537, 0.6544547080993652, -3.402436163923994e-07, 0.6222606897354126, 0.5969125628471375, -0.04147568717598915, 0.6424542665481567, 0.47637635469436646, -0.05439014360308647, 0.6396787762641907, 0.3813173472881317, -0.060793545097112656, 0.6189355254173279, 0.3224462866783142, -0.05905289575457573, 0.5640285015106201, 0.39562487602233887, -0.025319509208202362, 0.5840712785720825, 0.35880738496780396, -0.054291464388370514, 0.6002756953239441, 0.44007089734077454, -0.06345503032207489, 0.5873650312423706, 0.4546613395214081, -0.0674811527132988, 0.517270028591156, 0.41648435592651367, -0.016533272340893745, 0.5414313673973083, 0.397165447473526, -0.046872034668922424, 0.5679143071174622, 0.48362746834754944, -0.04743927717208862, 0.5557149052619934, 0.48184722661972046, -0.0418391190469265, 0.4817889928817749, 0.4569331109523773, -0.01447747927159071, 0.5033579468727112, 0.4577808976173401, -0.04328348860144615, 0.5319678783416748, 0.5216737985610962, -0.029015183448791504, 0.5225703716278076, 0.515254020690918, -0.014681779779493809, 0.45416876673698425, 0.500636637210846, -0.016235889866948128, 0.47031548619270325, 0.5119361877441406, -0.031598497182130814, 0.4970562160015106, 0.5510139465332031, -0.02091946452856064, 0.49350106716156006, 0.5485403537750244, -0.009559307247400284]",2025-10-30T01:27:37.039145
A,"[0.5805310010910034, 0.6350487470626831, -3.4347729638284363e-07, 0.6367024779319763, 0.5952787399291992, -0.0416857935488224, 0.6631780862808228, 0.48016369342803955, -0.05499434471130371, 0.66030353307724, 0.3822099566459656, -0.062449101358652115, 0.6441813111305237, 0.313347190618515, -0.06362616270780563, 0.5975372791290283, 0.39030784368515015, -0.030634980648756027, 0.6102935671806335, 0.35938671231269836, -0.0646338239312172, 0.6236245632171631, 0.4348795413970947, -0.07512280344963074, 0.6151861548423767, 0.456240713596344, -0.0781281590461731, 0.5485056638717651, 0.40544185042381287, -0.023412322625517845, 0.565552830696106, 0.39772963523864746, -0.05791902169585228, 0.5902071595191956, 0.4841996729373932, -0.0584246963262558, 0.5835925936698914, 0.48374319076538086, -0.05138786882162094, 0.5079864263534546, 0.4405246376991272, -0.023401083424687386, 0.5196591019630432, 0.4506723880767822, -0.06033024936914444, 0.5493592619895935, 0.5174357295036316, -0.047718390822410583, 0.548032820224762, 0.5100328922271729, -0.03199838101863861, 0.47326895594596863, 0.4814966320991516, -0.026557592675089836, 0.4806937575340271, 0.49853572249412537, -0.04912920668721199, 0.5085216164588928, 0.5417073965072632, -0.04037180170416832, 0.511829674243927, 0.5375289916992188, -0.02877689339220524]",2025-10-30T01:27:38.079840
A,"[0.535915195941925, 0.6729600429534912, -3.774717924898141e-07, 0.575593113899231, 0.6195018887519836, -0.03705497831106186, 0.5927553772926331, 0.5124896764755249, -0.05264181271195412, 0.5913997888565063, 0.4259425699710846, -0.06353393942117691, 0.5756006836891174, 0.3691936731338501, -0.06724167615175247, 0.5158562064170837, 0.4244891405105591, -0.02537468634545803, 0.5416817665100098, 0.3899144232273102, -0.05714460462331772, 0.5611764192581177, 0.4655492305755615, -0.06931612640619278, 0.5472797751426697, 0.48517167568206787, -0.0753336101770401, 0.47232604026794434, 0.444095641374588, -0.020497029647231102, 0.5054266452789307, 0.4246200621128082, -0.051608942449092865, 0.5329616665840149, 0.505158543586731, -0.05332299694418907, 0.5179510116577148, 0.5125398635864258, -0.049275629222393036, 0.43990299105644226, 0.4839455783367157, -0.022052573040127754, 0.47202450037002563, 0.48028331995010376, -0.053107719868421555, 0.5012825131416321, 0.5454167723655701, -0.03952819108963013, 0.4890134036540985, 0.5523280501365662, -0.025495927780866623, 0.41409939527511597, 0.5306723713874817, -0.02715984173119068, 0.4421923756599426, 0.5363060235977173, -0.045177627354860306, 0.4692835211753845, 0.5725377202033997, -0.036253344267606735, 0.46275538206100464, 0.5743308067321777, -0.025984324514865875]",2025-10-30T01:27:39.092214
A,"[0.530693531036377, 0.654287576675415, -3.7044961231913476e-07, 0.5795886516571045, 0.5994111895561218, -0.04081270098686218, 0.6002545952796936, 0.4894852638244629, -0.05551372841000557, 0.5967069268226624, 0.39980682730674744, -0.06470169126987457, 0.5824762582778931, 0.3397534489631653, -0.06595908850431442, 0.5261151194572449, 0.3999847173690796, -0.02271552011370659, 0.5424187183380127, 0.3727390766143799, -0.05343695729970932, 0.5601255893707275, 0.44745129346847534, -0.06479158252477646, 0.5498387217521667, 0.46125638484954834, -0.07009966671466827, 0.47922179102897644, 0.4181598424911499, -0.014745097607374191, 0.5003317594528198, 0.4157051146030426, -0.04674713686108589, 0.5271062850952148, 0.49481093883514404, -0.049166370183229446, 0.5151577591896057, 0.49215033650398254, -0.044708218425512314, 0.4440627098083496, 0.4568570554256439, -0.013909732922911644, 0.46643251180648804, 0.4696309268474579, -0.045133788138628006, 0.4948597252368927, 0.528770923614502, -0.03366637974977493, 0.48596277832984924, 0.5225614309310913, -0.020522722974419594, 0.4175393581390381, 0.5001698136329651, -0.016940323635935783, 0.4391028583049774, 0.5181095004081726, -0.03512292727828026, 0.4649297893047333, 0.5523866415023804, -0.02818427048623562, 0.46043214201927185, 0.5465353727340698, -0.01880413293838501]",2025-10-30T01:27:40.117605
A,"[0.542381763458252, 0.6643504500389099, -4.079087148056715e-07, 0.6018351912498474, 0.6185464262962341, -0.041167039424180984, 0.6329490542411804, 0.509145975112915, -0.0554327592253685, 0.6361814141273499, 0.41776835918426514, -0.06325754523277283, 0.6282933950424194, 0.3522028923034668, -0.06403414905071259, 0.5596897006034851, 0.4153608977794647, -0.03198755159974098, 0.587053656578064, 0.38712453842163086, -0.061221640557050705, 0.6004726886749268, 0.463286817073822, -0.07023519277572632, 0.5880777835845947, 0.4818096160888672, -0.07378844916820526, 0.512023389339447, 0.42282697558403015, -0.022909432649612427, 0.5448617339134216, 0.42698732018470764, -0.05050288140773773, 0.565265953540802, 0.5079516172409058, -0.05040770396590233, 0.5510598421096802, 0.5078481435775757, -0.04607710614800453, 0.4753723442554474, 0.45498815178871155, -0.020196583122015, 0.5048472881317139, 0.4733542799949646, -0.04706146568059921, 0.5291051268577576, 0.5364806056022644, -0.034628141671419144, 0.5190799832344055, 0.5352049469947815, -0.022764768451452255, 0.4471501410007477, 0.4942588210105896, -0.021335460245609283, 0.469954252243042, 0.5162972807884216, -0.03653477504849434, 0.4927971363067627, 0.5577163100242615, -0.02859133668243885, 0.4879329800605774, 0.5593000650405884, -0.019654396921396255]",2025-10-30T01:27:41.127767
A,"[0.5545119643211365, 0.6620301008224487, -4.269630551334558e-07, 0.615648627281189, 0.6138705611228943, -0.041080839931964874, 0.6464387774467468, 0.5049315094947815, -0.056193217635154724, 0.65043705701828, 0.4174652099609375, -0.06492551416158676, 0.6424649953842163, 0.3552212715148926, -0.06662729382514954, 0.5695762634277344, 0.4017740488052368, -0.03524382784962654, 0.6010550856590271, 0.3824393153190613, -0.06794929504394531, 0.6131564378738403, 0.45899492502212524, -0.07973277568817139, 0.6001866459846497, 0.47910237312316895, -0.08496060967445374, 0.5202430486679077, 0.41059595346450806, -0.02737095020711422, 0.5609659552574158, 0.42675408720970154, -0.059013597667217255, 0.578883707523346, 0.5088325142860413, -0.060804516077041626, 0.5632990002632141, 0.5093515515327454, -0.05732303857803345, 0.48237988352775574, 0.44545894861221313, -0.02587265521287918, 0.522472083568573, 0.4772545099258423, -0.055534519255161285, 0.5429204106330872, 0.539402425289154, -0.04502315819263458, 0.5306639671325684, 0.5349355340003967, -0.034047361463308334, 0.45319515466690063, 0.48813968896865845, -0.02828153781592846, 0.4851199984550476, 0.5197938680648804, -0.04510711878538132, 0.5057207345962524, 0.5598345398902893, -0.039092663675546646, 0.49819451570510864, 0.5581101179122925, -0.03131481260061264]",2025-10-30T01:27:42.160788
