sign,landmarks,timestamp
A,"[0.5050661563873291, 0.6355938911437988, -4.46306557932985e-07, 0.5671677589416504, 0.6118271350860596, -0.027281805872917175, 0.6029316186904907, 0.5233464241027832, -0.035563524812459946, 0.6142688989639282, 0.4438856542110443, -0.04270392283797264, 0.6271902918815613, 0.385745644569397, -0.043604906648397446, 0.5679867267608643, 0.42154425382614136, -0.014582891948521137, 0.5831968188285828, 0.36428573727607727, -0.04673178493976593, 0.5908170938491821, 0.43499916791915894, -0.05648961290717125, 0.5838740468025208, 0.46681270003318787, -0.0579182468354702, 0.5294414758682251, 0.4300636053085327, -0.01412353478372097, 0.5438826084136963, 0.3986053168773651, -0.05029416084289551, 0.5585300326347351, 0.4853634536266327, -0.054060179740190506, 0.5528086423873901, 0.5036793351173401, -0.047979310154914856, 0.49480924010276794, 0.4551757574081421, -0.019878625869750977, 0.5106441974639893, 0.44351688027381897, -0.061074305325746536, 0.5302806496620178, 0.5218205451965332, -0.05349899083375931, 0.5276232957839966, 0.5346834659576416, -0.037914954125881195, 0.46277275681495667, 0.4895224869251251, -0.02729850448668003, 0.4802297353744507, 0.4844217002391815, -0.054743386805057526, 0.500391960144043, 0.5351511836051941, -0.04928883910179138, 0.5010011196136475, 0.5463950634002686, -0.0381854847073555]",2025-11-03T02:06:14.569569
A,"[0.5116551518440247, 0.6522015333175659, -4.308734560254379e-07, 0.57246994972229, 0.6275234222412109, -0.027249528095126152, 0.6077739000320435, 0.542037844657898, -0.03567127138376236, 0.6180053353309631, 0.46595653891563416, -0.04187436029314995, 0.6276192665100098, 0.4091203212738037, -0.042402707040309906, 0.565157413482666, 0.4279783368110657, -0.016598932445049286, 0.5882430076599121, 0.39473801851272583, -0.045603349804878235, 0.5937512516975403, 0.4657623767852783, -0.05574355274438858, 0.5844338536262512, 0.4924946129322052, -0.05924711748957634, 0.524520993232727, 0.43428167700767517, -0.01593639701604843, 0.5471622347831726, 0.42518341541290283, -0.04826512187719345, 0.5613579750061035, 0.5092079639434814, -0.0521792508661747, 0.556334912776947, 0.5261895656585693, -0.04770475625991821, 0.4903404712677002, 0.462870717048645, -0.02078525722026825, 0.5146905183792114, 0.474263072013855, -0.05744073539972305, 0.5336973667144775, 0.54819256067276, -0.05108002573251724, 0.5314504504203796, 0.5589082837104797, -0.03821863234043121, 0.461298406124115, 0.5026103854179382, -0.027541378512978554, 0.4854578971862793, 0.520800769329071, -0.05209125578403473, 0.5053923726081848, 0.5682384967803955, -0.04831153154373169, 0.5068124532699585, 0.5741612911224365, -0.0395846962928772]",2025-11-03T02:06:15.599599
A,"[0.7333054542541504, 0.6936739683151245, -3.6846557804892655e-07, 0.6741366982460022, 0.6799311637878418, -0.017851117998361588, 0.6305666565895081, 0.6167090535163879, -0.02593431994318962, 0.6073824763298035, 0.5623799562454224, -0.03208034485578537, 0.5893033742904663, 0.5147865414619446, -0.033547718077898026, 0.6748681664466858, 0.5124311447143555, -0.012161544524133205, 0.6251891255378723, 0.5322912335395813, -0.02955092489719391, 0.6366210579872131, 0.5847093462944031, -0.03718574717640877, 0.654514491558075, 0.5836028456687927, -0.0424514003098011, 0.7120121717453003, 0.5128589272499084, -0.012931128032505512, 0.6560224294662476, 0.5421969890594482, -0.025746962055563927, 0.6631631851196289, 0.6053786873817444, -0.019853565841913223, 0.6833257675170898, 0.5962398648262024, -0.014373748563230038, 0.7436366677284241, 0.5387283563613892, -0.01750117540359497, 0.6935608983039856, 0.5614948868751526, -0.031115280464291573, 0.6930831670761108, 0.6153644919395447, -0.015146658755838871, 0.7128608822822571, 0.6099879145622253, -0.0032776554580777884, 0.7688828110694885, 0.5729278922080994, -0.024404361844062805, 0.7331669330596924, 0.5877213478088379, -0.03440101817250252, 0.7238516211509705, 0.6231064200401306, -0.026311123743653297, 0.7362920045852661, 0.6259912252426147, -0.018298640847206116]",2025-11-03T02:06:16.602481
A,"[0.7607340812683105, 0.756727933883667, -6.542733785863675e-07, 0.6925177574157715, 0.7327579259872437, -0.01937391422688961, 0.6392139196395874, 0.6426337957382202, -0.023959290236234665, 0.61441969871521, 0.5645009279251099, -0.030846506357192993, 0.6031959652900696, 0.5011129975318909, -0.03075193427503109, 0.6572040915489197, 0.5494257211685181, 0.011823964305222034, 0.6254505515098572, 0.5000430345535278, -0.0195231381803751, 0.6337497234344482, 0.5695075988769531, -0.03088545799255371, 0.6486229300498962, 0.5938258767127991, -0.032787833362817764, 0.6914345026016235, 0.547235906124115, 0.007952515967190266, 0.6606584787368774, 0.5077222585678101, -0.023756856098771095, 0.6654652953147888, 0.5922831892967224, -0.023212097585201263, 0.6817196607589722, 0.600208580493927, -0.013337562792003155, 0.7280778884887695, 0.5576686263084412, -0.004084104206413031, 0.6972591876983643, 0.5212500095367432, -0.03916757181286812, 0.6968446373939514, 0.6029608845710754, -0.023829571902751923, 0.7131459712982178, 0.6145471930503845, -0.0031264196150004864, 0.7647308111190796, 0.5749655365943909, -0.01859423518180847, 0.7328487038612366, 0.5468406081199646, -0.03651213273406029, 0.7252371907234192, 0.6037747859954834, -0.02393636293709278, 0.7391000390052795, 0.6197555065155029, -0.008541072718799114]",2025-11-03T02:06:17.614627
A,"[0.7516859769821167, 0.7530966401100159, -6.897614639456151e-07, 0.6734867691993713, 0.7107905745506287, -0.01586488075554371, 0.6285309791564941, 0.6165133714675903, -0.020012266933918, 0.6108371615409851, 0.537116527557373, -0.025679107755422592, 0.6039307713508606, 0.4742431342601776, -0.025322960689663887, 0.683380126953125, 0.5059350728988647, 0.006381185259670019, 0.6289939284324646, 0.48730164766311646, -0.021797766909003258, 0.6277987957000732, 0.5553377866744995, -0.034677911549806595, 0.6431611776351929, 0.5814682841300964, -0.03941619396209717, 0.7216244339942932, 0.515078604221344, 0.0007864809595048428, 0.6610144972801208, 0.5214362144470215, -0.026511667296290398, 0.661292314529419, 0.5944557785987854, -0.02741117961704731, 0.6797781586647034, 0.6081271171569824, -0.02071523666381836, 0.7545067071914673, 0.5436338782310486, -0.011382007971405983, 0.693504810333252, 0.5761680006980896, -0.040105853229761124, 0.6937811374664307, 0.6392093300819397, -0.028951378539204597, 0.7124841213226318, 0.6411842107772827, -0.013949130661785603, 0.7800681591033936, 0.5838965177536011, -0.026013458147644997, 0.7269997000694275, 0.6176036596298218, -0.040492307394742966, 0.726345956325531, 0.6579134464263916, -0.03210339695215225, 0.744605302810669, 0.6577011942863464, -0.020951805636286736]",2025-11-03T02:06:18.649365
A,"[0.7904840707778931, 0.7568233013153076, -6.833710131104453e-07, 0.715870201587677, 0.7311534285545349, -0.016472751274704933, 0.660261332988739, 0.6547867059707642, -0.02207927033305168, 0.6309564709663391, 0.5882099270820618, -0.02948099933564663, 0.6217879056930542, 0.5307214260101318, -0.030356621369719505, 0.6937434077262878, 0.5324855446815491, 0.004544057417660952, 0.6459857225418091, 0.5217063426971436, -0.026561083272099495, 0.6556841731071472, 0.5916509628295898, -0.040246784687042236, 0.6734864115715027, 0.6123364567756653, -0.04515489563345909, 0.7344201803207397, 0.5314307808876038, -0.0015194541774690151, 0.6861159205436707, 0.5523984432220459, -0.031722474843263626, 0.6953944563865662, 0.6256065368652344, -0.032381754368543625, 0.7157554030418396, 0.6276180148124695, -0.025087889283895493, 0.7731712460517883, 0.5509241819381714, -0.01454699132591486, 0.728443443775177, 0.5941821336746216, -0.04478650167584419, 0.7330588102340698, 0.6574716567993164, -0.032617710530757904, 0.7508722543716431, 0.6494683027267456, -0.01689217984676361, 0.8075747489929199, 0.5822545886039734, -0.03020990826189518, 0.7682916522026062, 0.626148521900177, -0.045025769621133804, 0.7685867547988892, 0.6684630513191223, -0.03635922446846962, 0.7856910824775696, 0.6612590551376343, -0.025044942274689674]",2025-11-03T02:06:19.791466
A,"[0.7908028364181519, 0.6832237243652344, -7.110536444088211e-07, 0.7132363319396973, 0.6419764757156372, -0.023575011640787125, 0.6637408137321472, 0.5500974655151367, -0.03230515867471695, 0.6469718813896179, 0.4685261845588684, -0.04198586195707321, 0.6434792876243591, 0.4018270969390869, -0.045235056430101395, 0.7086902260780334, 0.42690983414649963, 0.0013956781476736069, 0.6796213388442993, 0.4053152799606323, -0.03447432816028595, 0.681035041809082, 0.4813827872276306, -0.053211431950330734, 0.6934975385665894, 0.5112980604171753, -0.06137442588806152, 0.7560734748840332, 0.43060237169265747, -0.0038105587009340525, 0.7260093688964844, 0.4246048629283905, -0.03887246549129486, 0.7190998792648315, 0.5078078508377075, -0.04419789835810661, 0.7316464781761169, 0.5236163139343262, -0.0396164134144783, 0.7995029091835022, 0.4565001130104065, -0.016903243958950043, 0.7676124572753906, 0.4689521789550781, -0.0522741936147213, 0.7520084977149963, 0.54268878698349, -0.04278925061225891, 0.7600031495094299, 0.5483047366142273, -0.028047097846865654, 0.8372538685798645, 0.4950106739997864, -0.033040158450603485, 0.8033417463302612, 0.5157411694526672, -0.05211896449327469, 0.7851678133010864, 0.5667616724967957, -0.04432327672839165, 0.7904675006866455, 0.5721688866615295, -0.033225297927856445]",2025-11-03T02:06:22.745951
A,"[0.7937043309211731, 0.5946468710899353, -6.673955113001284e-07, 0.7264461517333984, 0.5617027282714844, -0.022040313109755516, 0.6813046336174011, 0.4756025969982147, -0.028798086568713188, 0.6605470776557922, 0.4000086486339569, -0.03648560494184494, 0.6558426022529602, 0.33819130063056946, -0.037122517824172974, 0.7181046009063721, 0.36924654245376587, 0.006078628823161125, 0.6846136450767517, 0.3307957053184509, -0.026882482692599297, 0.6847110986709595, 0.4009705185890198, -0.04099457710981369, 0.697352945804596, 0.42981958389282227, -0.04567788541316986, 0.7581354379653931, 0.3709358274936676, 0.0022032991982996464, 0.7223523855209351, 0.35401445627212524, -0.031075606122612953, 0.7180654406547546, 0.43596020340919495, -0.033126506954431534, 0.732780396938324, 0.4487764537334442, -0.02533591538667679, 0.7944021224975586, 0.3914121091365814, -0.009748582728207111, 0.7561737895011902, 0.4020688533782959, -0.043827615678310394, 0.7481573224067688, 0.4755061864852905, -0.03216196969151497, 0.7617443203926086, 0.4775055944919586, -0.015267741866409779, 0.8256722688674927, 0.42225033044815063, -0.02465873584151268, 0.7861090302467346, 0.4447101652622223, -0.042342785745859146, 0.7770037651062012, 0.4923945665359497, -0.03428056091070175, 0.7899453639984131, 0.49176275730133057, -0.023009825497865677]",2025-11-03T02:06:23.779199
A,"[0.7916560769081116, 0.6015586853027344, -6.821977649451583e-07, 0.727005660533905, 0.5696912407875061, -0.02188173122704029, 0.6804274320602417, 0.485065758228302, -0.029148126021027565, 0.6568695902824402, 0.4097295105457306, -0.037512797862291336, 0.65050208568573, 0.34723159670829773, -0.038566481322050095, 0.7147620916366577, 0.3787717819213867, 0.005897186230868101, 0.6813458204269409, 0.3364444375038147, -0.028871893882751465, 0.6833629608154297, 0.40660959482192993, -0.04387802258133888, 0.695655345916748, 0.43897849321365356, -0.04849521815776825, 0.7556291222572327, 0.37730878591537476, 0.002024501096457243, 0.7198530435562134, 0.3606777787208557, -0.03213220462203026, 0.7189209461212158, 0.44339075684547424, -0.03430378437042236, 0.7335367798805237, 0.45670419931411743, -0.026212971657514572, 0.7932873368263245, 0.39535772800445557, -0.010056682862341404, 0.7555143237113953, 0.40822485089302063, -0.04459545761346817, 0.749988853931427, 0.4826726019382477, -0.03279975429177284, 0.7625890374183655, 0.48455050587654114, -0.01554270088672638, 0.8260645270347595, 0.4248866140842438, -0.025114526972174644, 0.7874608635902405, 0.450228750705719, -0.042924780398607254, 0.7794166803359985, 0.4989754557609558, -0.03492197021842003, 0.7912304997444153, 0.49796372652053833, -0.023518383502960205]",2025-11-03T02:06:24.813017
A,"[0.7935213446617126, 0.6066017746925354, -6.807661634411488e-07, 0.728685200214386, 0.5735327005386353, -0.022367004305124283, 0.6823607087135315, 0.48875099420547485, -0.030309582129120827, 0.6596224904060364, 0.4137541353702545, -0.03929046913981438, 0.6541279554367065, 0.35141175985336304, -0.040988821536302567, 0.7166375517845154, 0.38042134046554565, 0.005079733673483133, 0.683796226978302, 0.34090328216552734, -0.030639752745628357, 0.6862139701843262, 0.4121030867099762, -0.04661913588643074, 0.6985089182853699, 0.4438423812389374, -0.051954686641693115, 0.7576844692230225, 0.3791900873184204, 0.0009510519448667765, 0.7227752208709717, 0.3654215335845947, -0.033813733607530594, 0.7203694581985474, 0.4474341571331024, -0.03686908259987831, 0.7331998944282532, 0.4605545401573181, -0.029525212943553925, 0.7956953048706055, 0.39832425117492676, -0.01144823245704174, 0.7580468058586121, 0.41456514596939087, -0.0461418591439724, 0.7515185475349426, 0.4883258044719696, -0.03473712131381035, 0.7628225088119507, 0.4891716241836548, -0.01798117347061634, 0.8290780186653137, 0.4291042685508728, -0.026906223967671394, 0.7896219491958618, 0.4570436477661133, -0.04479951784014702, 0.781767725944519, 0.504883348941803, -0.036955177783966064, 0.7933260202407837, 0.5024891495704651, -0.025769071653485298]",2025-11-03T02:06:25.821728
A,"[0.5130625367164612, 0.66898512840271, -2.766225861705607e-07, 0.556243896484375, 0.667561411857605, -0.020088568329811096, 0.5988888740539551, 0.6032072305679321, -0.025957871228456497, 0.6233975887298584, 0.5409647226333618, -0.030424214899539948, 0.6349115967750549, 0.4926008880138397, -0.0309254489839077, 0.5868425965309143, 0.5214404463768005, -0.011832288466393948, 0.6081326007843018, 0.48329341411590576, -0.03845639526844025, 0.6028385758399963, 0.543360710144043, -0.04680697247385979, 0.5904433727264404, 0.5667797327041626, -0.047258131206035614, 0.5523666143417358, 0.5175098776817322, -0.011500920169055462, 0.5722276568412781, 0.4946293532848358, -0.036909133195877075, 0.5680271983146667, 0.5694774389266968, -0.036613788455724716, 0.5569037795066833, 0.5784378051757812, -0.030596015974879265, 0.5158476233482361, 0.5286477208137512, -0.01601886749267578, 0.5345115065574646, 0.5135703086853027, -0.04636064171791077, 0.5350937247276306, 0.5833650231361389, -0.03442616015672684, 0.5276125073432922, 0.5926532745361328, -0.01937778852880001, 0.4776875972747803, 0.5461241602897644, -0.021493075415492058, 0.4931080937385559, 0.5370197892189026, -0.04018063470721245, 0.5014771819114685, 0.587615966796875, -0.029477449133992195, 0.4992794394493103, 0.599348247051239, -0.016957100480794907]",2025-11-03T02:06:26.850728
